rank,name,url,overallRating,easeOfUse,design,features,outputs,privacy,accountFriction,resultQuality,Progressive group reveal,Interactive assignment process,Manual post-generation editing,bestFor,pricing,tags
331,Random Question Maker Random Team Generator,https://randomquestionmaker.com/more-tools/random-team-generator,2.8,3.6,2.5,1.5,1.0,2.4,5.0,2.0,no,no,no,Basic team generator embedded in a question-site tools page,Free ad-supported web tool. No account required.,basic-randomizer
332,Random Team Generator Android App,https://play.google.com/store/apps/details?id=com.argonremote.randomteamgenerator&hl=en,2.8,3.0,2.8,3.0,2.0,0.8,3.0,2.6,no,no,no,Android team generator with group management and manual assignment,Android app on Google Play. Pricing was not evaluated from the fetched listing.,
333,Randomdo Random Group Generator,https://www.randomdo.com/tools/random-group-generator,2.8,4.0,3.2,1.6,1.0,4.0,5.0,2.0,no,no,no,Minimal group-size randomizer with shuffle/reset and optional numbering,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
334,RandomGenerator.org Random Team Generator,https://randomgenerator.org/random-team-generator,2.8,4.0,3.2,2.1,2.0,3.1,5.0,2.7,no,no,no,Simple browser-local random team splitter with multilingual routes,Free browser tool. No account required.,
335,RandomLists.top Team Generator,https://randomlists.top/team-generator/,2.8,3.6,2.6,2.5,2.7,2.4,5.0,2.1,no,no,no,"Simple large-list random teams with rename, upload, copy, and save",Free. No account is required.,
336,RandomlyFun Random Team Generator,https://randomlyfun.app/tools/random-team-generator,2.8,4.0,3.4,2.2,2.2,1.7,5.0,2.1,no,no,no,Casual 2–6 team splits with reroll/copy/share,"Free, ad-supported web tool. No account is required.",
337,Spin Name Picker Team Generator,https://spinnamepicker.com/team-generator,2.8,2.8,3.4,2.1,1.5,2.7,5.0,2.0,no,no,no,Wheel/name-picker site with a dedicated team-generation mode,Free ad-supported web tool. No account required.,
338,Spinnee,https://spinnee.com/,2.8,3.6,3.5,2.6,2.8,3.4,5.0,1.7,no,no,no,"Browser-local spinning wheel for random selection, classroom picks, raffles, and lightweight group-formation workflows",Free web tool. No account required.,
339,SpinPickOnline Team Picker,https://www.spinpickonline.com/team-picker,2.8,3.5,3.3,2.3,2.2,1.0,5.0,2.4,no,no,no,"Wheel-styled team generation with bulk add, regenerate, and share results",Free ad-supported web tool. No signup required for basic generation.,
340,SpinTheWheel.dev Team Picker Wheel,https://spinthewheel.dev/team-picker-wheel,2.8,3.2,3.8,2.8,2.6,3.0,5.0,1.8,no,yes,no,"Wheel-based team picker with weights, import/export JSON, history, print, and themes",Free web tool. No account required.,
341,teamX,https://teamx.ro/,2.8,3.0,3.0,2.3,1.0,3.8,5.0,2.1,no,no,no,"Random team generator with saved lists, team-size mode, and power-player marking",Free web tool with optional PayPal donation. No account required.,constraints
342,The Decider Team Generator,https://www.the-decider.com/team-generator,2.8,3.8,3.3,2.3,2.3,1.8,5.0,2.2,no,no,no,"Quick random teams with by-count/by-size mode, reshuffle, and copy",Free. No account is required.,
343,Thunderbit Random Team Generator,https://thunderbit.com/tool/random-team-generator,2.8,3.4,3.2,2.2,3.5,0.8,3.8,2.1,no,no,no,Quick random teams with CSV download if hosted processing and marketing funnel are acceptable,Free public tool; broader Thunderbit product has sign-in and paid-product context.,strong-exports
344,ToolHane Takım Oluşturucu,https://www.toolhane.com/tools/daily_life/takim_olusturucu.php,2.8,3.7,3.2,2.3,2.0,2.2,5.0,2.6,no,no,no,Turkish simple random team creator with sport presets,Free web tool. No account required.,
345,ToolsJam Group Generator,https://www.toolsjam.co/tools/classroom-event/group-generator,2.8,2.8,3.3,2.4,1.2,3.5,5.0,2.2,no,no,no,Classroom group generator tied to shared student roster tools,Free browser tool. No account required according to site copy.,
346,TPT Small Group Generator,https://www.teacherspayteachers.com/Product/Small-Group-Generator-13075850?msockid=0dcbe678248c6b9c19e7f3e625556a27,2.8,2.6,3.0,2.7,1.5,1.8,1.5,2.7,no,no,no,Paid Teachers Pay Teachers small-group template with data-driven grouping claims,"Paid TPT resource; sale price observed as $4.00, regular $10.00.",constraints
347,Ubikami Random Team Generator,https://ubikami.com/randomteamgenerator,2.8,3.5,2.8,1.6,1.0,1.6,5.0,2.0,no,no,no,Simple random team generator with generated results,Free ad-supported web tool. No account required.,basic-randomizer
348,UD5 Random Team Generator,https://www.ud5.com/tool/random-team-generator,2.8,4.2,3.4,2.3,2.7,2.9,5.0,2.1,no,no,no,"Simple local team splits with cleanup, custom prefix, history, and export menu",Free. No account is required.,
349,Utilizor Random Team Generator,https://www.utilizor.com/tools/random-team-generator,2.8,3.2,3.1,1.9,1.0,2.6,5.0,2.0,no,no,no,Simple random team generator with creative team-name claims,Free ad-supported web tool. No account required.,
350,Vertex42 Random Group Generator Template,https://www.vertex42.com/ExcelTemplates/random-group-generator.html,2.8,2.8,3.0,2.4,4.0,3.0,4.7,2.2,no,no,no,Spreadsheet users who want a downloadable Excel/Google Sheets random grouping template,Free template for private use. Downloadable Excel file and Google Sheets option; no account required for the template page.,strong-exports
351,VirtualEscapeRooms Random Group Generator,https://virtualescaperooms.org/random-group-generator/,2.8,3.0,3.0,1.7,1.0,1.8,5.0,2.0,no,no,no,Escape-room themed squad generator for team-building groups,Free web tool on a store site. No account required.,basic-randomizer
352,WhatDo Team Splitter,https://whatdo.openbin.co.kr/tools/random-tools/team-splitter/,2.8,3.8,3.2,2.0,2.0,2.7,5.0,2.7,no,no,no,Simple Korean random team splitter with accessibility display controls,Free web tool. No account required.,
353,YesNoWheel Picker Random Team Generator,https://www.yesornowheelpicker.com/random-team-generator,2.8,4.0,3.3,2.0,0.8,3.0,5.0,2.0,no,no,no,Basic browser-side random teams with bulk add and file import,Free web tool. No account is required.,
354,Be Youthful Random Team Maker,https://beyouthful.net/random-team-maker/,2.7,3.1,2.7,1.9,2.6,2.5,5.0,2.0,no,no,no,Pair/team maker with CSV download and shuffle again,Free ad-supported web tool. No account required.,strong-exports
355,ClassDojo Group Maker,https://www.classdojo.com/toolkit/groupmaker/,2.7,3.1,4.1,2.6,1.5,3.7,1.5,2.4,no,no,no,Teachers already using ClassDojo who want quick classroom groups,"ClassDojo Toolkit is advertised as free and included in the ClassDojo app. ClassDojo also has optional paid/premium family features, but the Group Maker workflow itself is positioned as free.",constraints
356,CodeBeautify Random Team Generator,https://codebeautify.org/random-team-generator,2.7,3.2,2.5,2.2,2.6,1.8,4.5,2.1,no,no,no,Ad-supported quick random teams with per-team copy/download controls,Free web tool. Login/favorites are optional; ads and consent management are present.,
357,Fun Group Names Random Team Generator,https://fungroupnames.com/random-team-generator/,2.7,4.0,2.3,2.4,3.2,1.0,5.0,2.0,no,no,no,A content-site group randomizer if the embedded script works in your browser,Free web tool. No account required.,
358,Group Assigner,https://group-assigner.com/,2.7,4.4,3.7,2.3,1.5,2.0,5.0,2.2,no,no,no,Quick classroom or workshop groups with random team names and focus mode,Free web tool. No account required.,
359,HyperToolbox Random Group Generator,https://hypertoolbox.com/en/randomGrouping,2.7,3.8,3.0,1.8,1.0,2.3,5.0,2.2,no,no,no,Browser-side random grouping with group-count and members-per-group modes,Free ad-supported web tool. No account required.,
360,Madelife Team Splitter,https://madelife.in/tools/productivity/team-splitter/,2.7,3.7,2.8,1.9,1.8,2.8,5.0,2.5,no,no,no,Basic comma-separated random team splitter for classrooms/offices/events,Free web tool. No account required.,
361,Nancy's Hearth Random Team Generator,https://teams.nancyshearth.com/,2.7,4.5,2.8,1.7,2.2,4.5,5.0,2.0,no,no,no,Very simple random teams for virtual game nights,Free web tool. No account is required.,"privacy-friendly,basic-randomizer"
362,Online Stopwatch Random Group Generator,https://www.online-stopwatch.com/random-group-generators/,2.7,3.8,2.8,2.3,3.6,1.7,4.8,2.0,yes,no,no,Classroom presentation-style random groups with animated reveals,"Free with ads. Premium removes ads and adds account features such as saved lists/My Page; the premium page advertises one-off access options and group accounts, with cookies required for premium login.",strong-exports
363,Orgise Random Group Generator,https://orgise.github.io/web/utilities/random-group-generator/,2.7,3.0,2.4,1.5,0.6,4.5,5.0,2.0,no,no,no,Tiny GitHub Pages random group generator with group-count or people-per-group modes,Free static web tool. No account required.,"privacy-friendly,basic-randomizer"
364,RandomTools.app Random Team Generator,https://randomtools.app/random-team-generator/,2.7,4.0,3.3,2.2,2.3,2.9,5.0,2.1,no,no,no,Simple random teams with copy output and recent-draw history,Free. No account is required.,
365,Spin Numbers Make Random Teams,https://www.spinumbers.com/make-random-teams/,2.7,4.4,3.5,1.8,2.0,2.0,5.0,2.1,no,no,no,Quick local random team splits with copy-only output,Free web tool. No account is required.,basic-randomizer
366,SpinDrop Groepjesmaker,https://spindrop.us/nl/groepjesmaker/,2.7,3.0,2.7,1.5,0.6,1.5,5.0,1.8,no,no,no,Dutch random group maker with people-per-group mode,Free ad-supported web tool. No account required.,basic-randomizer
367,Suijidaquan Random Grouping Generator,https://www.suijidaquan.com/en/team-generator,2.7,3.2,2.8,1.7,1.5,3.0,5.0,2.0,no,no,no,Multilingual random grouping page with share and configurable randomization,Free web tool. No account required.,basic-randomizer
368,Super Teacher Tools Classroom Seating / Groups,https://www.superteachertools.us/instantclassroom/group-maker.php,2.7,2.4,1.8,2.6,2.0,1.1,1.4,2.2,no,no,no,Teachers who want saved class rosters plus simple random classroom groups,"Free. The product page says “100% Free forever,” but actual custom class use requires creating a Super Teacher Tools / Instant Classroom group account.",
369,Teacher Commons Group Maker,https://teachercommons.com/classroom-management-and-productivity-tools/group-maker,2.7,4.1,3.0,1.8,1.2,3.7,5.0,2.1,no,no,no,Minimal classroom group maker from a teacher-tool site,Free. No account is required.,basic-randomizer
370,Transum Random Student Generator,https://www.transum.org/Software/RandomStudents/,2.7,2.6,2.5,2.3,1.8,2.2,4.0,2.1,no,no,no,Teacher student arranger with saved class list and group-count arrangements,Free ad-supported web tool; optional Class Admin account for multiple classes.,
371,UD5 Team Randomizer,https://www.ud5.com/tool/team-randomizer,2.7,3.7,2.8,1.8,1.8,2.8,5.0,2.4,no,no,no,Simple team randomizer with count/size modes and copy results,Free web tool. No login required.,
372,UtilityKit Random Team Generator,https://utilitykit.tools/random-team-generator,2.7,3.8,3.0,1.8,0.8,4.2,5.0,2.1,no,no,no,Simple browser-side random squads on a low-friction page,Free. No account is required.,"privacy-friendly,basic-randomizer"
373,Vibox Random Team Generator,https://vibox.app/tools/fun/team.html,2.7,4.0,2.8,1.8,0.4,2.6,5.0,2.0,no,no,no,Tiny no-account random team splitting with team-count or people-per-team mode,Free web tool. No account is required.,basic-randomizer
374,VisualTimer Random Group Generator,https://visualtimer.com/tools/random-group-generator/,2.7,4.4,3.7,2.2,1.2,4.0,5.0,2.0,yes,no,no,Simple classroom random groups with reveal mode,Free. No account is required.,privacy-friendly
375,WayToLearnX Random Team Generator,https://tools.waytolearnx.com/en/random-team-generator,2.7,3.0,2.8,1.8,1.3,2.0,5.0,1.9,no,no,no,Utility-site random team generator with group/member count inputs and share link,Free ad-supported web tool. No account required.,basic-randomizer
376,Webby Student Group Generator,https://webby.tools/student-group-generator/,2.7,4.4,3.2,2.2,2.8,1.3,5.0,2.1,no,no,no,Quick classroom random groups with printable PDF output,Free. No account is required. The site discloses affiliate links and loads advertising/affiliate scripts.,
377,WebCatalog Random Group Generator App,https://webcatalog.io/en/apps/random-group-generator,2.7,2.8,3.0,2.8,2.8,2.0,2.8,2.4,no,no,no,Desktop-app wrapper/listing for a random group generator with constraints and export claims,Desktop app wrapper via WebCatalog. WebCatalog account/pricing may apply for some features.,constraints
378,WheelOfNamesPicker Team Generator,https://wheelofnamespicker.org/pages/team-generator.html,2.7,3.6,2.8,1.9,1.0,2.8,5.0,1.9,no,no,no,Simple team generator with equal-size/random-size modes and sample names,Free ad-supported web tool. No account required.,
379,WordMint Random Group Generator,https://wordmint.com/random-group-generator,2.7,4.4,3.2,2.0,2.2,1.8,5.0,2.0,no,no,no,Simple classroom groups with a copy-to-clipboard button,Free web tool. No account required for the group generator; the broader WordMint product has accounts and paid plans.,
380,Ahsan Kamal Group Formation Tool,https://github.com/ahsankamal/Group-Formation-Tool,2.6,1.6,2.2,3.0,1.6,3.4,2.2,2.7,no,no,no,Open-source Spring Boot CATME-style student group-formation project,Free open-source code. Requires Java/Spring/MySQL setup.,constraints
381,AnyTextEditor Random Team Generator,https://anytexteditor.com/random-team-generator,2.6,3.2,2.3,1.4,0.8,1.2,5.0,1.9,no,no,no,Ad-heavy basic random team generator,Free ad-supported web tool. No account required.,basic-randomizer
382,CalculatingHub Random Team Generator,https://www.calculatinghub.com/en/randomizers/team-generator/,2.6,3.0,2.8,1.7,1.0,2.2,5.0,2.0,no,no,no,Separator-based random team generator with duplicate removal,Free ad-supported web tool. No account required.,basic-randomizer
383,CBC Tools Random Groups,https://cbc-tools.github.io/random-groups/,2.6,2.8,2.2,1.7,1.0,4.0,5.0,2.0,no,no,no,Static roster-based random groups app,Free static web app. No account required.,"privacy-friendly,basic-randomizer"
384,Euan Riggans Team Builder,https://teambuilder.euanriggans.com/,2.6,4.0,2.6,1.6,0.4,4.0,5.0,2.0,no,no,no,Tiny local random team splitting with save/load for the roster,Free web tool. No account is required.,"privacy-friendly,basic-randomizer"
385,Fotify Speed Dating Event Planner,https://fotify.app/tools/speed-dating-event-planner/,2.6,4.3,4.0,2.2,2.0,3.0,5.0,1.9,no,no,no,Quick speed-dating event timing plans,The planner page is free and requires no account. Fotify advertises Match & Connect at $19.99 per event for the matchmaking app layer.,multi-round
386,Games4esl Random Group Generator,https://games4esl.com/teacher-tools/random-group-generator/,2.6,4.0,3.1,1.7,3.4,1.0,5.0,2.0,no,no,no,Teachers who want quick random classroom groups and a printable PDF,Free web tool. No account required.,basic-randomizer
387,Juicy Tools Group Maker,https://juicytools.app/tools/group-maker,2.6,2.5,3.4,2.4,1.2,2.1,1.8,2.4,no,no,no,Teacher suite group maker with free-trial account flow,14-day free trial; sign-in required for full tool access.,
388,LiteTools Team Picker Wheel,https://www.litetools.net/p/team-picker-wheel.html,2.6,3.0,2.8,1.6,0.8,1.2,5.0,1.9,no,no,no,Ad-supported team picker wheel with team-count control,Free ad-supported web tool. No account required.,basic-randomizer
389,Lommeregnere Random Team Generator,https://lommeregnere.net/random-team-generator,2.6,3.0,2.5,1.3,0.6,2.0,5.0,1.9,no,no,no,Danish-language random team generator with names textarea and team count,Free ad-supported web tool. No account required.,basic-randomizer
390,RakkoTools Random Group Generator,https://en.rakko.tools/tools/59/,2.6,4.3,2.2,2.4,4.0,1.0,5.0,2.1,no,no,no,Basic random groups with CSV export,"Free, ad-supported web tool. No account or payment is needed for the basic generator; pricing is not the issue, the weak privacy/ad-tech environment is.",strong-exports
391,Random Number Lab Groups Generator,https://www.randomnumberlab.org/groupsgenerator,2.6,3.0,2.8,2.0,1.5,4.6,5.0,2.1,no,no,no,Research-style number group generator for random sampling and subject assignment,Free web tool. No account required.,privacy-friendly
392,RandomHub Random Group Generator,https://randomhub.io/random-group-generator,2.6,4.4,3.8,1.9,2.0,3.6,5.0,2.0,no,no,no,Minimal no-account random group splits with copy output,Free. No account is required.,
393,RandomTools.io Team Generator,https://randomtools.io/teams-generator,2.6,3.0,2.0,1.9,3.2,1.2,5.0,2.1,no,no,no,"Ad-supported random team splitter with copy, print, and Excel export claims",Free ad-supported web tool. No account required.,
394,SmartFreeTools Team Generator,https://smartfreetools.com/random-team-generator-split-a-list-in-groups/,2.6,2.8,2.6,2.0,2.8,2.3,5.0,1.9,no,no,no,Random team draw page with copy/Excel/print/PDF features described,Free ad-supported web tool. No account required.,
395,SpinTheWheel.io Team Draw Generator,https://spinthewheel.io/de/team-draw-generator,2.6,3.1,3.6,2.2,1.8,1.3,5.0,1.7,no,no,no,"Randomly pairing teams from two pots, not forming teams from people",Free ad-supported web tool. No account was required to spin and record a matchup; saving custom wheels may require account/login behavior on the wider site.,
396,Teacher Toolset Random Group Maker,https://www.teacher-toolset.online/en/onlinetools/group-maker,2.6,3.4,3.1,2.1,2.2,0.7,5.0,2.1,no,no,no,Classroom random groups when teachers can add/import a roster and export text,Free. No account is required.,
397,TeachQuill Classroom Group Generator,https://teachquill.com/classroom-group-generator,2.6,3.0,4.1,2.8,1.8,2.3,1.4,2.7,no,no,no,AI-assisted classroom grouping drafts from natural-language constraints,Account required to generate in the tested workflow. Pricing is part of TeachQuill’s broader AI educator platform; the page pushes “Get started free” and login rather than a no-account group-generator workflow.,"constraints,ai-assisted"
398,Toolita Team Picker,https://toolita.com/decision/team-picker/,2.6,3.8,3.0,2.0,1.0,1.2,5.0,2.1,no,no,no,Casual random teams or fixed-size groups when ad/cookie load is acceptable,Free. No account is required.,
399,Versakit Group Generator,https://versakit.net/generators/group,2.6,4.7,3.8,1.8,2.5,4.0,5.0,2.0,no,no,no,Clean no-account random groups with copy/text download,Free. No account or payment required.,"privacy-friendly,basic-randomizer"
400,Wheel of Decision Team Generator,https://wheelofdecision.com/tool/team-generator/,2.6,3.5,3.0,2.2,1.4,1.0,5.0,2.1,no,no,no,Simple team generation with history/statistics and local participant state,Free. No account is required.,
401,AgentCalc Random Team Generator,https://agentcalc.com/random-team-generator,2.5,3.6,2.7,1.7,1.0,2.4,5.0,2.2,no,no,no,Educational simple random teams with clear algorithm explanation,Free. No account is required.,
402,Comment Picker Random Team Generator,https://commentpicker.com/team-generator.php,2.5,5.0,2.6,2.0,4.0,1.0,4.5,2.0,no,no,no,Basic random teams with stronger copy/print/Excel output,"Free, ad-supported web tool. Comment Picker Premium starts at $9.99 and is positioned as ad-free with higher limits/features, but the random team generator FAQ says team generation is free without limits.",strong-exports
403,GraphPad QuickCalcs Random Assignment,https://www.graphpad.com/quickcalcs/randomize1/,2.5,3.0,2.8,1.9,1.8,1.9,5.0,2.2,no,no,no,Research subject randomizer for treatment-group assignment and within-group shuffling,Free web calculator. Prism trial/sign-in links present but not required.,
404,IOTools Random Team Generator,https://iotools.cloud/tool/random-generator/random-team-generator/,2.5,3.8,2.8,1.9,2.6,1.0,4.8,2.0,no,no,no,"Basic random teams with duplicate removal, file import, copy buttons, and a client-side workflow",Free web tool. No account required for generation; sign-in exists for site features.,
405,MainFacts Random Team Generator,https://mainfacts.com/random-team-generator,2.5,2.9,2.1,1.8,1.4,1.3,5.0,2.0,no,no,no,Older random team/group generator with delimiter options and multiple split results,Free ad-supported web tool. No account required.,basic-randomizer
406,NameGenHub Name Group Generator,https://namegenhub.com/generator/name-group-generator/,2.5,2.8,2.8,2.3,1.8,1.8,4.5,1.9,no,no,no,AI-assisted name grouping with natural-language directives and copy output,Free AI web tool. No account required in the reviewed flow.,"constraints,ai-assisted"
407,PiliApp Random Team Generator,https://pili.app/random/team/,2.5,2.8,2.3,2.1,2.0,1.3,5.0,2.0,no,no,no,Localized simple team splitting with copy and saved session data,Free. No account is required.,
408,Random Choice Generator Random Team Generator,https://randomchoicegenerator.com/random-team-generator/,2.5,3.7,2.7,1.6,1.2,0.8,5.0,2.0,no,no,no,Very simple browser team splitting with shareable name-list URLs,Free ad-supported web tool. No account is required.,basic-randomizer
409,Random Team Generator GitHub App,https://randomteamgenerator.github.io/input.html,2.5,4.6,3.1,1.2,1.0,4.5,5.0,2.0,no,no,no,"Open-source, no-account random teams when privacy and simplicity matter more than features",Free open-source web app. No account required.,"privacy-friendly,basic-randomizer"
410,RandomGenerator.com.au Random Group Generator,https://www.randomgenerator.com.au/random-group-generator,2.5,3.5,3.1,1.8,1.8,1.3,5.0,2.1,no,no,no,Basic target-group-size grouping with copy-all output,Free. No account is required.,basic-randomizer
411,RandomGroupGenerator.co,https://randomgroupgenerator.co/,2.5,4.6,3.8,1.5,1.0,4.8,5.0,2.0,no,no,no,"A clean, private, one-screen random split when exports do not matter",Free web tool. No account required.,"privacy-friendly,basic-randomizer"
412,RandomTeamGenerator Discord App,https://discord.com/discovery/applications/693300079838101504,2.5,2.2,3.0,2.0,0.8,2.4,1.5,2.2,no,no,no,Discord bot for creating random teams in gaming/community servers,Free Discord app/bot listing; Discord account/server install required.,
413,RandoTools Random Team Generator,https://randotools.app/random-team-generator/,2.5,4.2,3.0,1.7,1.8,2.4,5.0,2.0,no,no,no,Quick private-ish two-mode team splitting with per-team copy,Free. No account is required.,basic-randomizer
414,Randzy Team Generator,https://www.randzy.com/team-generator,2.5,3.0,2.8,1.4,1.0,2.7,5.0,2.0,no,no,no,Simple add-name random team generator,Free ad-supported web tool. No account required.,basic-randomizer
415,SpinTheNamePicker Team Generator,https://spinthenamepicker.com/pages/team-generator.html,2.5,3.7,2.8,1.9,0.8,2.3,5.0,2.1,no,no,no,Quick sports/classroom team splits with equal-size or random-size mode,Free. No account is required.,
416,SpinYourPick Team Splitter,https://spinyourpick.com/team-splitter,2.5,3.0,2.5,1.8,1.0,1.0,5.0,1.9,no,no,no,Team splitter with local history,Free ad-supported web tool. No account required.,basic-randomizer
417,The Word Finder Random Group Generator,https://www.thewordfinder.com/random-group-generator/,2.5,4.0,3.0,2.0,1.2,1.5,5.0,2.0,no,no,no,Basic random groups with duplicate removal and custom group title fields,Free web tool. No account requirement visible for the generator.,
418,Togarci GroupGenerator,https://togarci.github.io/GroupGenerator/,2.5,2.4,2.6,1.2,0.5,4.5,5.0,1.9,no,no,no,Portuguese GitHub Pages random group generator with one-by-one name entry,Free static web tool. No account required.,"privacy-friendly,basic-randomizer"
419,UTEKAR Random Team Generator,https://utekar.com/text/random-team-generator/,2.5,3.0,3.2,3.0,3.5,3.5,5.0,1.2,no,no,no,Browser-side roster splitting with attributes and CSV/JSON export when randomization and multi-round quality do not matter,Free. No account is required. The page includes an upsell banner for custom software/MVP work.,"constraints,strong-exports"
420,Virtual Science Teachers Random Group Generator,https://virtualscienceteachers.org/random-group-generator/,2.5,3.2,2.8,1.3,1.0,4.2,5.0,1.8,no,no,no,Classroom number-based group generator for student-number assignments,Free classroom web tool. No account required.,"privacy-friendly,basic-randomizer"
421,A School Random Pair Generator,https://www.aschool.us/random/random-pair.php,2.4,4.2,1.7,2.2,1.4,1.0,5.0,2.1,no,no,no,Very basic classroom random groups with max-size or group-count modes,"Free, with ads and donation links. No account is required.",
422,AddressGenerator Random Team Generator,https://addressgenerator.app/random-team-generator,2.4,3.7,2.7,1.6,1.8,1.1,5.0,2.1,no,no,no,Basic ad-supported random team generator,"Free, ad-supported web tool. No account is needed.",basic-randomizer
423,ChooseRandom Groups,https://chooserandom.com/groups,2.4,2.8,3.0,1.5,1.2,1.2,3.5,2.0,no,no,no,Simple online group generator with comma/enter participant entry and optional public raffle workflow,Free ad-supported web tool. Optional account/public raffle workflow.,basic-randomizer
424,ClassTools24 Random Group Generator,https://classtools24.com/random-group-generator/,2.4,4.4,2.8,1.3,3.1,2.3,5.0,2.0,no,no,no,Simple random groups with fullscreen display and basic click-to-copy behavior,Free web tool. No account required.,"strong-exports,basic-randomizer"
425,GIGAcalculator Random Team Generator,https://www.gigacalculator.com/randomizers/random-team-generator.php,2.4,4.2,2.6,1.5,2.0,1.1,5.0,2.0,no,no,no,Quick random sports/team splits when per-team copy is enough,Free web tool. No account required.,basic-randomizer
426,GroupGen,https://github.com/GroupGen/GroupGen,2.4,1.8,2.4,2.0,0.8,4.2,2.8,1.8,no,no,no,Open-source offline/privacy-respecting random group generator repository,Free open-source project under GPL-3.0.,
427,Matthew Bickell Random Group Generator,https://groups.matthewbickell.co.uk/,2.4,2.8,2.0,1.0,0.5,4.5,5.0,1.6,no,no,no,Tiny comma-separated random group generator,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
428,Picker Online Wheel Team Picker,https://pickeronlinewheel.com/random-team-generator/,2.4,2.6,2.6,1.8,0.7,1.8,5.0,1.9,no,no,no,Simple multi-step random team wheel with custom team-name positioning,Free web tool; no signup observed.,basic-randomizer
429,Random Generator Tools Random Group Generator,https://randomgeneratortools.com/random-group-generator/,2.4,3.9,2.6,1.4,1.0,2.8,5.0,2.0,no,no,no,Tiny people-per-group random splitter with paste input,Free web tool. No account required.,basic-randomizer
430,Saiful Islam GroupMaker,https://saifulislamdev.github.io/groupmaker/,2.4,2.6,1.8,1.0,0.4,4.3,5.0,1.8,no,no,no,Tiny comma-separated group maker with fixed group-size buttons,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
431,Saroj Meher Random Group Generator,https://www.sarojmeher.com/tools/random-group-generator/,2.4,2.8,2.2,2.4,2.8,0.8,5.0,2.0,no,no,no,Decorated random group output with color and image download options,"Free, ad-supported web tool. No account is required.",
432,Semantic Pen Random Team Generator,https://www.semanticpen.com/tools/random-team-generator,2.4,2.8,3.0,2.0,1.2,1.8,2.8,1.8,no,no,no,AI prompt-based random team generator page,Free AI page with pro-mode upsell. Account/payment may apply for extended use.,"constraints,ai-assisted"
433,TA Easy Random Group,https://www.ta-easy.com/random-group/en,2.4,4.0,2.3,1.4,0.8,2.5,5.0,2.0,no,no,no,Very simple no-account random groups when export and rules do not matter,Free. No account is required.,basic-randomizer
434,ToolPrime Random Team Generator,https://toolprime.com/random-team-generator,2.4,3.8,2.7,1.4,2.1,2.0,5.0,2.0,no,no,no,Basic random teams with TXT download,"Free web tool. No account is needed for the random team generator, though the site has login/newsletter surfaces elsewhere.",basic-randomizer
435,University of Edinburgh Group Allocator,https://static.sps.ed.ac.uk/groupallocator/,2.4,4.5,2.1,1.7,3.2,5.0,5.0,2.0,no,no,no,Bare-bones random groups with CSV download,"Free static web tool. No account, payment, or sign-up.","privacy-friendly,strong-exports,basic-randomizer"
436,Wheelzify Random Team Generator Wheel,https://www.wheelzify.com/random-team-generator/,2.4,2.4,3.8,2.3,1.2,1.8,3.0,1.9,no,partial,no,Presentation-style wheel-based team picking rather than one-click team splitting,Free to start. Sign-in is promoted for saved rosters/wheel sets and other site features.,
437,Aslin Joel Team Randomizer,https://aslin-joel-r.github.io/team-randomizer/,2.3,2.4,2.0,1.4,0.8,4.8,5.0,1.7,no,no,no,Small GitHub Pages team/random-person randomizer,Free static web app. No account required.,"privacy-friendly,basic-randomizer"
438,CommonTools Random Team Generator,https://www.commontools.org/tool/random-team-generator-124,2.3,3.8,2.3,1.4,2.1,0.9,5.0,2.0,no,no,no,Basic random groups with TXT download,"Free, ad-supported web tool. No account is needed for the random team generator.",basic-randomizer
439,Effie Random Group Generator,https://www.effie.pro/free-tools/random-group-generator,2.3,4.6,3.8,1.2,1.0,2.8,5.0,2.0,no,no,no,A quick no-account two-or-more group split on Effie’s site,Free web tool. No account required for the generator; the surrounding Effie app has its own product/download flow.,basic-randomizer
440,Flippity Random Name Picker,https://www.flippity.net/v2/RandomNamePicker.htm,2.3,3.5,2.5,1.8,2.5,3.2,3.5,2.2,no,no,no,Spreadsheet-backed classroom grouping and quick random teams,"Free, ad-supported Flippity tool. Quick-entry use is free without a Flippity account; the spreadsheet-template workflow requires a Google account and Google Sheets setup.",
441,GeneratorMix Random Team Generator,https://www.generatormix.com/random-team-generator,2.3,4.4,2.5,1.3,1.0,1.4,5.0,2.0,no,no,no,Very basic random team splitter on a generator directory site,Free ad-supported web tool. No account required.,basic-randomizer
442,Group M4ker,https://pyxidatol-c.github.io/group-m4ker/,2.3,1.8,2.6,2.0,0.8,4.2,5.0,1.8,no,no,no,Field-trip/class group maker driven by uploaded student lists,Free web app. No account required.,privacy-friendly
443,Icebreaker Games Random Group Generator,https://icebreaker-games.org/random-group-generator,2.3,4.1,3.1,1.9,1.7,0.7,5.0,2.0,no,no,no,Fast icebreaker groups when copy-only output is enough,Free. No account is required. The site shows an advertising consent flow.,
444,OpenEduCat AI Group Generator,https://openeducat.org/ai/tools/group-generator/,2.3,1.3,3.8,3.0,2.8,2.2,1.0,3.0,no,no,no,"Institutions already evaluating OpenEduCat, not quick public grouping","Requires OpenEduCat access/trial. The site advertises a 15-day free trial and modular pricing from $69/year for modules, with cloud or on-premise deployment depending on the plan.","constraints,ai-assisted"
